X	Displacement
3.31	31.1046074339296
3.315	31.0109092333749
3.32	30.9278720314864
3.325	30.8559109920416
3.33	30.7968309666885
3.335	30.7511367760645
3.34	30.7191578281974
3.345	30.7019330033949
3.35	30.6992791044847
3.355	30.7118276449845
3.36	30.7401614023319
3.365	30.7837346508047
3.37	30.8429469693605
3.375	30.917854894337
3.38	31.008099809412
3.385	31.1137713891031
3.39	31.2340101054079
3.395	31.3685996327843
3.4	31.5177251460998
3.405	31.6803068632323
3.41	31.8559276969892
3.415	32.0438743112585
3.42	32.2432150647276
3.425	32.4542189358244
3.43	32.6757554803166
3.435	32.9066377320217
3.44	33.1468871401775
3.445	33.3953440202118
3.45	33.6512287563821
3.455	33.9141262104161
3.46	34.1829936427517
3.465	34.4580006368964
3.47	34.7386443531779
3.475	35.023671545784
3.48	35.3134233228023
3.485	35.6076521727005
3.49	35.9055433959063
3.495	36.2068319307974
3.5	36.5105861262514
3.505	36.8162836435862
3.51	37.1235795154593
3.515	37.4308482294484
3.52	37.7369651848113
3.525	38.0410747579257
3.53	38.3418652419191
3.535	38.6386096484294
3.54	38.9294602652642
3.545	39.2132125761511
3.55	39.489673642588
3.555	39.7566839022924
3.56	40.012567170922
3.565	40.2556355673447
3.57	40.4837899523379
3.575	40.6959174219495
3.58	40.8898701139572
3.585	41.0640654019885
3.59	41.2176983278012
3.595	41.3487028903531
3.6	41.4559681346117
3.605	41.5391510421548
3.61	41.59721276799
3.615	41.6299213919451
3.62	41.6369572826378
3.625	41.6177513207656
3.63	41.5724263092164
3.635	41.5006957515178
3.64	41.4026122861676
3.645	41.2785326093433
3.65	41.1282735173326
3.655	40.9521683225434
3.66	40.7503944041632
3.665	40.5226652591798
3.67	40.2692771639808
3.675	39.989972859164
3.68	39.6842728822869
3.685	39.3524520716174
3.69	38.9940387603931
3.695	38.6089452485217
3.7	38.1976120422809
3.705	37.7595869804583
3.71	37.2955230114217
3.715	36.8058918208988
3.72	36.2908181639672
3.725	35.7516059838646
3.73	35.1881968208387
3.735	34.6008089912073
3.74	33.990103252098
3.745	33.3552649072084
3.75	32.6966428537664
3.755	32.0148237703195
3.76	31.3096439488955
3.765	30.581916162382
3.77	29.8319678731568
3.775	29.0602220439475
3.78	28.2680527889219
3.785	27.4556569797375
3.79	26.6241319544922
3.795	25.7754521339535
3.8	24.9100892103893
3.805	24.0297369404671
3.81	23.1356524933446
3.815	22.2282705285397
3.82	21.3097662219298
3.825	20.3810205651428
3.83	19.4429379433864
3.835	18.4970211126281
3.84	17.5438918417857
3.845	16.585538194067
3.85	15.6236734153395
3.855	14.659387057831
3.86	13.6953630080492
3.865	12.7341175290317
3.87	11.7776854646062
3.875	10.8291015363105
3.88	9.89146282785224
3.885	8.96811201628908
3.89	8.06238397318871
3.895	7.17686512597884
3.9	6.31477145883716
3.905	5.47912405413135
3.91	4.6722598677191
3.915	3.89671465510811
3.92	3.15372804190606
3.925	2.44433304531065
3.93	1.77043002712957
3.935	1.13255889183049
3.94	0.531002276631125
3.945	-0.0334582250308483
3.95	-0.560900562107737
3.955	-1.05104990614185
3.96	-1.5034345681355
3.965	-1.91819096464099
3.97	-2.29476944659064
3.975	-2.63273535773676
3.98	-2.93217833728164
3.985	-3.19291711473762
3.99	-3.41518166135699
3.995	-3.59927601716206
4	-3.74579073957515
4.005	-3.85604143003856
4.01	-3.93097727341461
4.015	-3.9719158331456
4.02	-3.98098547898385
4.025	-3.95982731798166
4.03	-3.91071785416135
4.035	-3.83596477099522
4.04	-3.73725984745559
4.045	-3.61746625499476
4.05	-3.47869288070504
4.055	-3.32291021873875
4.06	-3.1528976271782
4.065	-2.97014418423568
4.07	-2.77687961658353
4.075	-2.57553245054403
4.08	-2.36748846502952
4.085	-2.15513135466228
4.09	-1.94023476613464
4.095	-1.72362899037891
4.1	-1.50673293794738
4.105	-1.29018198815239
4.11	-1.07453356350622
4.115	-0.860428890081203
4.12	-0.646610805259637
4.125	-0.432574485133836
4.13	-0.218413473286108
4.135	-0.00239892921876416
4.14	0.216209816455886
4.145	0.438782976795532
4.15	0.667550294167864
4.155	0.902868464750572
4.16	1.14635328514135
4.165	1.39920539927788
4.17	1.66133321903786
4.175	1.93399391030897
4.18	2.21708223925891
4.185	2.51025518419537
4.19	2.81408773341603
4.195	3.12742605237859
4.2	3.44977704274074
4.205	3.78078793494016
4.21	4.11850966967455
4.215	4.46234389057159
4.22	4.81127514621899
4.225	5.16380266815442
4.23	5.51950936264557
4.235	5.87698801266015
4.24	6.23543172084583
4.245	6.59483855267031
4.25	6.95446787733127
4.255	7.31425929269641
4.26	7.67434924409342
4.265	8.03434598682998
4.27	8.39468612280379
4.275	8.75545931999254
4.28	9.11633231111392
4.285	9.47771246426561
4.29	9.83966800603531
4.295	10.2023275860707
4.3	10.5653131021195
4.305	10.9277747773194
4.31	11.289884137558
4.315	11.6512864676231
4.32	12.0109117430723
4.325	12.3683526213134
4.33	12.722583912874
4.335	13.0724654256518
4.34	13.4176443868145
4.345	13.7566278170398
4.35	14.0880708745455
4.355	14.411558427599
4.36	14.7260321420083
4.365	15.0306383365309
4.37	15.3245135885946
4.375	15.606597618357
4.38	15.8761868179558
4.385	16.1318330495787
4.39	16.3721992638535
4.395	16.5963888967577
4.4	16.8027238117592
4.405	16.9904536269155
4.41	17.1587461056444
4.415	17.3059991323735
4.42	17.4319067181606
4.425	17.5354397593433
4.43	17.6157816041594
4.435	17.6733337804865
4.44	17.7076928533822
4.445	17.7197066795644
4.45	17.7106246259707
4.455	17.6804662027287
4.46	17.6306620361463
4.465	17.5626992810209
4.47	17.4772640239005
4.475	17.3757459735825
4.48	17.2583887823448
4.485	17.125944800015
4.49	16.9798505029308
4.495	16.81961864605
4.5	16.6455513525201
4.505	16.4583795405888
4.51	16.257810860484
4.515	16.0441357352932
4.52	15.8169136940542
4.525	15.5756048545346
4.53	15.3206789502721
4.535	15.0517091560144
4.54	14.7687792929793
4.545	14.4725812912043
4.55	14.1634055770473
4.555	13.8425288055958
4.56	13.5106604569776
4.565	13.1681260381104
4.57	12.8164049081118
4.575	12.4565184004695
4.58	12.0893338643713
4.585	11.7164222647147
4.59	11.3388712015376
4.595	10.9582535951976
4.6	10.5763489581124
4.605	10.1942370946397
4.61	9.81422766267712
4.615	9.43810797686242
4.62	9.06728528954326
4.625	8.70414138173734
4.63	8.34960207677236
4.635	8.00504732903599
4.64	7.67271273092593
4.645	7.35356114178987
4.65	7.0487288879355
4.655	6.75937958382052
4.66	6.4859888130126
4.665	6.22933231237944
4.67	5.98938281142873
4.675	5.76558289745816
4.68	5.55839256594542
4.685	5.3670146510582
4.69	5.19009261095419
4.695	5.02699106305109
4.7	4.87628330111657
4.705	4.73718581483833
4.71	4.60899110832406
4.715	4.49049857622145
4.72	4.38126189426819
4.725	4.28050923913198
4.73	4.18813538025049
4.735	4.10464319261142
4.74	4.02972278289247
4.745	3.96395693507131
4.75	3.90819741351564
4.755	3.86273464785316
4.76	3.82891546083155
4.765	3.80797947478849
4.77	3.80080183786169
4.775	3.80895545732882
4.78	3.83299778447759
4.785	3.87373770089568
4.79	3.93305997376078
4.795	4.01135832873058
4.8	4.10919995515277
4.805	4.22725340256504
4.81	4.36504896293509
4.815	4.52321814651059
4.82	4.70157775284924
4.825	4.89920199066874
4.83	5.11621366612676
4.835	5.35144919681101
4.84	5.60385220071917
4.845	5.87246569730893
4.85	6.15538156113798
4.855	6.45208720139401
4.86	6.76138005072472
4.865	7.08109665881778
4.87	7.4104788480509
4.875	7.74858133794175
4.88	8.09449977205804
4.885	8.44746427598745
4.89	8.80607348272767
4.895	9.17005648716639
4.9	9.53880324268131
4.905	9.91087729844011
4.91	10.2857777538805
4.915	10.6624774608001
4.92	11.0398245368467
4.925	11.4168951429279
4.93	11.7915784430315
4.935	12.162159264605
4.94	12.5273882662163
4.945	12.884823285643
4.95	13.2323417998928
4.955	13.5679674647834
4.96	13.8895173309924
4.965	14.1959213675376
4.97	14.4855150770566
4.975	14.7567236321272
4.98	15.0092683254171
4.985	15.2421454023038
4.99	15.4545986308152
4.995	15.6464974378888
5	15.8173662687325
5.005	15.9673824959938
5.01	16.0966455355205
5.015	16.2046505987203
5.02	16.2912905061108
5.025	16.3562456164998
5.03	16.3988708027049
5.035	16.4185345799838
5.04	16.4136952460142
5.045	16.3831833748938
5.05	16.3258412277004
5.055	16.2392422237615
5.06	16.1220434702149
5.065	15.9726233557482
5.07	15.7887813972992
5.075	15.5694202790055
5.08	15.3122440043749
5.085	15.015603673945
5.09	14.6787099339135
5.095	14.2992511931581
5.1	13.8761242988665
5.105	13.4085340439364
5.11	12.8950303318255
5.115	12.3354689470314
5.12	11.7287564682619
5.125	11.0736493975746
5.13	10.3700912306773
5.135	9.61736472707753
5.14	8.81551277740312
5.145	7.96460166259171
5.15	7.064111002691
5.155	6.11471324180867
5.16	5.11658185802241
5.165	4.06978703337992
5.17	2.97609464439887
5.175	1.83692752497698
5.18	0.653575969371913
5.185	-0.571632811158628
5.19	-1.83672244365695
5.195	-3.13893303373538
5.2	-4.47512071379621
5.205	-5.84262888548175
5.21	-7.23772116373433
5.215	-8.65709384989623
5.22	-10.0974861313598
5.225	-11.5551440860573
5.23	-13.0273799296411
5.235	-14.5106814159334
5.24	-16.0013297001567
5.245	-17.4969313143131
5.25	-18.994365777845
5.255	-20.4904404968848
5.26	-21.9822532895347
5.265	-23.466344536997
5.27	-24.9401180574341
5.275	-26.4005839610082
5.28	-27.8438655273417
5.285	-29.2669319360068
5.29	-30.666362556416
5.295	-32.0387737874614
5.3	-33.3812069154855
5.305	-34.6895922639504
5.31	-35.9608990156986
5.315	-37.1925426856824
5.32	-38.3806699438339
5.325	-39.5228522317857
5.33	-40.6170761470999
5.335	-41.6611528616488
5.34	-42.6537219102449
5.345	-43.5928751452103
5.35	-44.4775639547175
5.355	-45.3074530839786
5.36	-46.0811840101861
5.365	-46.7979595452723
5.37	-47.4574795182793
5.375	-48.0590773351297
5.38	-48.6026184994156
5.385	-49.0875884393593
5.39	-49.5129619236333
5.395	-49.8783783647597
5.4	-50.183598014841
5.405	-50.4285117036194
5.41	-50.6130219576272
5.415	-50.7368461494567
5.42	-50.8008847475103
5.425	-50.8058121160402
5.43	-50.7510396177688
5.435	-50.6373293216184
5.44	-50.4652561903812
5.445	-50.2348182542097
5.45	-49.946915971696
5.455	-49.6012277403026
5.46	-49.1979698888417
5.465	-48.7380487259356
5.47	-48.2211231467667
5.475	-47.6477954022772
5.48	-47.0190322110695
5.485	-46.3354845503558
5.49	-45.5987428454586
5.495	-44.80981086081
5.5	-43.9697215848325
5.505	-43.0805312772382
5.51	-42.1437718924796
5.515	-41.1615328219089
5.52	-40.1359775223785
5.525	-39.0685989666706
5.53	-37.9619406804676
5.535	-36.8177451146618
5.54	-35.6374467711654
5.545	-34.4241485614808
5.55	-33.1800646209204
5.555	-31.9070679878263
5.56	-30.607536513331
5.565	-29.2833978218867
5.57	-27.9375755080058
5.575	-26.5729132506705
5.58	-25.1915023901531
5.585	-23.7964419368461
5.59	-22.3907100582916
5.595	-20.977035434112
5.6	-19.5587061330196
5.605	-18.1384664325368
5.61	-16.7196823679857
5.615	-15.3057570107088
5.62	-13.8988167848084
5.625	-12.5020308716066
5.63	-11.118276084996
5.635	-9.74956190079872
5.64	-8.39892495742713
5.645	-7.06844489836354
5.65	-5.76017212675024
5.655	-4.47733429150956
5.66	-3.22215917366381
5.665	-1.99741248885528
5.67	-0.806011991376299
5.675	0.349896408740829
5.68	1.4670480298238
5.685	2.54309230235029
5.69	3.576062636548
5.695	4.56297696703461
5.7	5.50192716836783
5.705	6.39130721732533
5.71	7.22920314170481
5.715	8.01463066954396
5.72	8.74667374762046
5.725	9.42460928868201
5.73	10.0488875436063
5.735	10.619650804481
5.74	11.1374643150038
5.745	11.6032422115225
5.75	12.0172944063246
5.755	12.3810281419479
5.76	12.6952133117702
5.765	12.9597388351989
5.77	13.175532491022
5.775	13.3427209799669
5.78	13.4611133124515
5.785	13.5308244924135
